iteration,loss_gen_a_identity,loss_gen_b_identity,loss_gen_a_translate,loss_gen_b_translate,loss_gen_adv_a,loss_gen_adv_b,loss_gen_a_content,loss_gen_b_content,loss_gen_a_identity_content,loss_gen_b_identity_content,loss_gen_aba_noise,loss_gen_a_identity_noise,loss_dis_a,loss_dis_b,loss_gen_diversity
2600,"tensor(0.0134, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0143, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0227, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0157, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.9526, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7836, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0652, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0611, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0368, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0537, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0028, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3413, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3741, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2645, device='cuda:1', grad_fn=<MeanBackward0>)"
2700,"tensor(0.0187, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0125, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0351, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0135, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3598, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8714, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0672, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0531, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0335, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0478, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0037, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0008, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2970, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3516, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5153, device='cuda:1', grad_fn=<MeanBackward0>)"
2800,"tensor(0.0093, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0111, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0136, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0117, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4461, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3308, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0526, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0465, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0257, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0429, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0015, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0012, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3396, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4023, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6500, device='cuda:1', grad_fn=<MeanBackward0>)"
2900,"tensor(0.0131, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0116, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0244, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0146, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4501, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3575, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0682, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0609, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0329, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0434, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0028, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0012, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2727, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3699, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3082, device='cuda:1', grad_fn=<MeanBackward0>)"
3000,"tensor(0.0069, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0120, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0159, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0127, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2151, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6344, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0664, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0592, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0253, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0516, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0023, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0008, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2751, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4427, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3101, device='cuda:1', grad_fn=<MeanBackward0>)"
3100,"tensor(0.0127, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0121, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0140, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0140, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6648, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3398, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0540, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0613, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0477, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0520, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0008, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1923, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3284, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4196, device='cuda:1', grad_fn=<MeanBackward0>)"
3200,"tensor(0.0084, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0119, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0156, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0142, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6934, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4096, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0554, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0554, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0233, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0432, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0011, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2983, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3695, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2438, device='cuda:1', grad_fn=<MeanBackward0>)"
3300,"tensor(0.0050, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0131, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0101, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0186, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5694, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4519, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0481, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0862, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0203, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0562, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0011, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1716, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3197, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1920, device='cuda:1', grad_fn=<MeanBackward0>)"
3400,"tensor(0.0127, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0295, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0105, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2588, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4024, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0851, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0419, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0303, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0363, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0029, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0009, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4399, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4921, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4362, device='cuda:1', grad_fn=<MeanBackward0>)"
3500,"tensor(0.0143, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0111, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0233, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0253, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5988, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7949, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0670, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1200, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0325, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0415, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0026, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5934, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3457, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6501, device='cuda:1', grad_fn=<MeanBackward0>)"
3600,"tensor(0.0067, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0168, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0135, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5596, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4883, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0527, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0560, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0207, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0421, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0019, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1453, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3948, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3604, device='cuda:1', grad_fn=<MeanBackward0>)"
3700,"tensor(0.0099, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0107, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0192, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0130, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6264, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4903, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0593, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0622, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0264, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0443, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0024, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0011, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2495, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3716, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4170, device='cuda:1', grad_fn=<MeanBackward0>)"
3800,"tensor(0.0136, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0111, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0186, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0114, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2852, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4828, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0639, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0542, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0412, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0487, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0014, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0011, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1800, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3506, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6190, device='cuda:1', grad_fn=<MeanBackward0>)"
3900,"tensor(0.0096, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0112, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0252, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0145, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5472, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4497, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0602, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0606, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0209, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0414, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0022, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0007, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5925, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3986, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3419, device='cuda:1', grad_fn=<MeanBackward0>)"
4000,"tensor(0.0064, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0116, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0116, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0127, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3368, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4401, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0519, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0506, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0230, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0427, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0008, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2246, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5749, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5396, device='cuda:1', grad_fn=<MeanBackward0>)"
4100,"tensor(0.0130, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0100, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0138, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0130, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5237, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5489, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0550, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0601, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0335, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0390, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0019, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0009, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2242, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3960, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3598, device='cuda:1', grad_fn=<MeanBackward0>)"
4200,"tensor(0.0083, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0127, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0086, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0138, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4458, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3069, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0414, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0712, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0377, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0628, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0008, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1700, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2457, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6976, device='cuda:1', grad_fn=<MeanBackward0>)"
4300,"tensor(0.0062, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0104, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0113, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0126, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5194, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3496, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0456, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0618, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0202, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0511, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0007, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3649, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3026, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0800, device='cuda:1', grad_fn=<MeanBackward0>)"
4400,"tensor(0.0083, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0098, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0162, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0122, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.6499, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3118, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0488, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0538, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0200, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0387, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0016, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0008, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1758, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2978, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3746, device='cuda:1', grad_fn=<MeanBackward0>)"
4500,"tensor(0.0114, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0096, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0223, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0120, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5118, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5264, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0544, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0584, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0248, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0411, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0027, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0012, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1950, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4036, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2685, device='cuda:1', grad_fn=<MeanBackward0>)"
4600,"tensor(0.0069, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0124, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0239, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7802, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5636, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0500, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1312, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0223, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0467, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1450, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2158, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1430, device='cuda:1', grad_fn=<MeanBackward0>)"
4700,"tensor(0.0167, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0110, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0368, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0114, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3933, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5541, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0920, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0564, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0356, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0549, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0047, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0018, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4420, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3121, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3927, device='cuda:1', grad_fn=<MeanBackward0>)"
4800,"tensor(0.0087, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0103, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0174, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0139, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.4476, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6304, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0558, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0619, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0196, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0458, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0016, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2818, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3059, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3827, device='cuda:1', grad_fn=<MeanBackward0>)"
4900,"tensor(0.0083, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0123, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0134, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(1.1316, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3699, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0494, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0547, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0407, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0526, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0007, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1316, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4401, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1634, device='cuda:1', grad_fn=<MeanBackward0>)"
5000,"tensor(0.0101, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0105, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0220, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0138, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.3478, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4136, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0664, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0632, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0277, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0448, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0021, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0008, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7089, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4038, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2642, device='cuda:1', grad_fn=<MeanBackward0>)"
